,station_id,region_id,name,lon,lat,precinct
574,4466,71,W 212 St & 10 Ave,-73.9167572557926,40.8676583895191,34.0
575,4467,71,10 Ave & W 215 St,-73.9151975512505,40.8693246564009,34.0
576,4468,71,W 218 St & Indian Rd,-73.9183719456196,40.8730545893709,34.0
577,4471,71,Amsterdam Ave & W 186 St,-73.928808,40.851113,34.0
578,4472,71,Margaret Corbin Plz & Ft Washington Ave,-73.933872,40.859166,34.0
579,4473,71,Broadway & W 220 St,-73.912807,40.872412,34.0
580,4474,71,10 Ave & W 207 St,-73.918598,40.864632,34.0
583,4487,71,Pinehurst Ave & W 187 St,-73.937878,40.855331,34.0
584,4502,71,W 218 St & Broadway,-73.914318,40.87139,34.0
599,4678,71,Riverside Dr & Broadway,-73.92791,40.865364,34.0
639,4743,71,Audubon Ave & W 192 St,-73.9270824193954,40.8558903060389,34.0
