,direction_id,route_id,stop_id,stop_sequence,stop_name,stop_lat,stop_lon,precinct
2519,1,M101,404321,51,LEXINGTON AV/E 83 ST,40.777227,-73.957311,19.0
2520,1,M101,404854,53,LEXINGTON AV/E 77 ST,40.773296,-73.960162,19.0
2521,1,M101,402829,54,LEXINGTON AV/E 74 ST,40.771396,-73.961556,19.0
2522,1,M101,402831,56,LEXINGTON AV/E 70 ST,40.768759,-73.96348,19.0
2523,1,M101,403422,57,LEXINGTON AV/E 68 ST,40.767713,-73.964248,19.0
2524,1,M101,803158,58,LEXINGTON AV/E 64 ST,40.765179,-73.966088,19.0
2525,1,M101,402835,59,LEXINGTON AV/E 62 ST,40.763812,-73.967079,19.0
2615,1,M98,403418,13,LEXINGTON AV/E 96 ST,40.785502,-73.951206,19.0
2616,1,M98,403419,14,LEXINGTON AV/E 86 ST,40.77931,-73.955763,19.0
2617,1,M98,402826,15,LEXINGTON AV/E 79 ST,40.774868,-73.959032,19.0
2618,1,M98,403421,16,LEXINGTON AV/E 72 ST,40.770316,-73.962352,19.0
2619,1,M98,903105,17,LEXINGTON AV/E 68 ST,40.767745,-73.964259,19.0
2622,1,M102,403418,25,LEXINGTON AV/E 96 ST,40.785502,-73.951206,19.0
2623,1,M102,403419,29,LEXINGTON AV/E 86 ST,40.77931,-73.955763,19.0
2624,1,M102,402826,31,LEXINGTON AV/E 79 ST,40.774868,-73.959032,19.0
2625,1,M102,403421,34,LEXINGTON AV/E 72 ST,40.770316,-73.962352,19.0
2647,1,M102,402819,26,LEXINGTON AV/E 94 ST,40.784406,-73.952025,19.0
2648,1,M102,404947,27,LEXINGTON AV/E 92 ST,40.78294,-73.953141,19.0
2649,1,M102,405066,28,LEXINGTON AV/E 89 ST,40.78113,-73.954451,19.0
2650,1,M102,404321,30,LEXINGTON AV/E 83 ST,40.777227,-73.957311,19.0
2651,1,M102,404854,32,LEXINGTON AV/E 77 ST,40.773296,-73.960162,19.0
2652,1,M102,402829,33,LEXINGTON AV/E 74 ST,40.771396,-73.961556,19.0
2653,1,M102,402831,35,LEXINGTON AV/E 70 ST,40.768759,-73.96348,19.0
2654,1,M102,403422,36,LEXINGTON AV/E 68 ST,40.767713,-73.964248,19.0
2655,1,M102,803158,37,LEXINGTON AV/E 64 ST,40.765179,-73.966088,19.0
2656,1,M102,402835,38,LEXINGTON AV/E 62 ST,40.763812,-73.967079,19.0
24,0,M12,403897,2,W 14 ST/8 AV,40.740027,-74.002966,10.0
25,0,M12,405265,3,W 14 ST/9 AV,40.741148,-74.005521,10.0
26,0,M12,405152,4, W 14 St/10 AV,40.742056,-74.007914,10.0
27,0,M12,405157,5,11 AV/W 15 ST,40.743388,-74.0084,10.0
31,0,M12,404926,7,W 24 St/11 AV,40.749997,-74.007489,10.0
33,0,M12,405531,6,11 AV/ W 18 ST,40.745731,-74.007993,10.0
34,0,M12,405455,8,12 AV/ W 27 ST,40.752215,-74.007578,10.0
35,0,M12,405456,9,12 AV/W 30 ST,40.75484,-74.006232,10.0
36,0,M12,405457,10,12 AV/W 33 ST,40.756398,-74.005125,10.0
37,0,M12,405458,11,12 AV/ W 40 ST,40.760765,-74.001924,10.0
320,0,M20,401223,21,8 AV/W 14 ST,40.739885,-74.002263,10.0
321,0,M20,401224,22,8 AV/W 17 ST,40.741899,-74.000808,10.0
322,0,M20,401225,23,8 AV/W 20 ST,40.743642,-73.999538,10.0
323,0,M20,401226,24,8 AV/W 23 ST,40.745586,-73.998123,10.0
324,0,M20,401227,25,8 AV/W 25 ST,40.746845,-73.997203,10.0
325,0,M20,401229,26,8 AV/W 28 ST,40.748684,-73.995864,10.0
374,0,M14D+,450222,1,W 18 ST / 10 AV,40.744323,-74.005938,10.0
375,0,M14D+,401507,2,9 AV/W 18 ST,40.7432,-74.003816,10.0
655,0,M34+,803131,1,W 34 ST/12 AV,40.756534,-74.003941,10.0
656,0,M34+,403191,2,W 34 ST/11 AV,40.755718,-74.001906,10.0
657,0,M34+,403192,3,W 34 ST/10 AV,40.75433,-73.998776,10.0
683,0,M34A+,803099,1,9 AV/W 42 ST,40.758617,-73.99264,10.0
684,0,M34A+,405026,2,9 AV/W 40 ST,40.756899,-73.993896,10.0
688,0,M23+,404137,1,12 AV/W 23 ST,40.748728,-74.007954,10.0
689,0,M23+,404927,2,W 24 ST/12 AV,40.749969,-74.007803,10.0
690,0,M23+,404834,3,W 23 ST/11 AV,40.748632,-74.006633,10.0
691,0,M23+,402124,4,W 23 ST/10 AV,40.747425,-74.003764,10.0
692,0,M23+,402125,5,W 23 ST/9 AV,40.746244,-74.000956,10.0
693,0,M23+,402126,6,W 23 ST/8 AV,40.745059,-73.998141,10.0
817,0,M11,405265,3,W 14 ST/9 AV,40.741148,-74.005521,10.0
818,0,M11,405152,4, W 14 St/10 AV,40.742056,-74.007914,10.0
824,0,M11,405151,5,10 AV/WEST 16 ST,40.743645,-74.007041,10.0
825,0,M11,404161,6,10 AV/W 19 ST,40.745426,-74.005684,10.0
826,0,M11,401398,7,10 AV/W 21 ST,40.746615,-74.004825,10.0
827,0,M11,403802,8,10 AV/W 23 ST,40.747927,-74.003847,10.0
828,0,M11,401400,9,10 AV/W 25 ST,40.749222,-74.002905,10.0
829,0,M11,401401,10,10 AV/W 27 ST,40.750041,-74.002353,10.0
830,0,M11,401402,11,10 AV/W 30 ST,40.752373,-74.000606,10.0
831,0,M11,903267,12,10 AV/W 34 ST,40.75468,-73.999023,10.0
832,0,M11,404279,13,10 AV/W 37 ST,40.756715,-73.997444,10.0
833,0,M11,405512,14,10 AV/W 40 ST,40.758404,-73.996324,10.0
834,0,M11,401407,15,10 AV/W 42 ST,40.759847,-73.995181,10.0
1080,0,M42,803055,1,12 AV/42 ST,40.762148,-74.00144,10.0
1081,0,M42,401812,2,W 42 ST/12 AV,40.761908,-74.001056,10.0
1082,0,M42,401813,3,W 42 ST/11 AV,40.760542,-73.997928,10.0
1083,0,M42,401814,4,W 42 ST/10 AV,40.759359,-73.995076,10.0
1097,0,M50,803055,1,12 AV/42 ST,40.762148,-74.00144,10.0
1374,1,M12,450222,16,W 18 ST / 10 AV,40.744323,-74.005938,10.0
1375,1,M12,401507,17,9 AV/W 18 ST,40.7432,-74.003816,10.0
1382,1,M12,403264,10,11 AV/W 42 ST,40.760639,-73.998508,10.0
1383,1,M12,405447,11,11 AV/W 38 ST,40.758109,-74.000379,10.0
1384,1,M12,405285,12,11 AV/W 34 ST,40.755629,-74.002186,10.0
1385,1,M12,405564,13,11 AV/W 29 ST,40.752582,-74.004396,10.0
1386,1,M12,405450,14,11 AV/W 26 ST,40.750895,-74.005642,10.0
1387,1,M12,405451,15,11 AV/W 23 ST,40.748324,-74.007569,10.0
1624,1,M14A+,403896,19,W 14 ST/7 AV,40.738798,-74.000047,10.0
1625,1,M14A+,403897,20,W 14 ST/8 AV,40.740027,-74.002966,10.0
1675,1,M20,401363,14,7 AV/W 28 ST,40.747035,-73.993637,10.0
1676,1,M20,401364,15,7 AV/W 25 ST,40.745177,-73.994994,10.0
1677,1,M20,404244,16,7 AV/W 23 ST,40.743812,-73.995983,10.0
1678,1,M20,401366,17,7 AV/W 20 ST,40.742028,-73.997286,10.0
1679,1,M20,405298,18,7 AV/W 17 ST,40.740352,-73.998492,10.0
1730,1,M14D+,403896,17,W 14 ST/7 AV,40.738798,-74.000047,10.0
1731,1,M14D+,403897,18,W 14 ST/8 AV,40.740027,-74.002966,10.0
1737,1,M14D+,405265,19,W 14 ST/9 AV,40.741148,-74.005521,10.0
1738,1,M14D+,405152,20, W 14 St/10 AV,40.742056,-74.007914,10.0
1739,1,M14D+,903232,21,10 AV/W15 (does not stop),40.743029,-74.008083,10.0
1740,1,M14D+,405157,22,11 AV/W 15 ST,40.743388,-74.0084,10.0
1741,1,M14D+,903237,23,11 AV / W 17 ST,40.744417,-74.00815,10.0
2030,1,M34+,403519,12,W 34 ST/DYER AV,40.75408,-73.997736,10.0
2031,1,M34+,803079,13,W 34 ST/HUDSON BL,40.755366,-74.000858,10.0
2032,1,M34+,403816,14,11 AV/W 34 ST,40.755664,-74.002167,10.0
2033,1,M34+,803130,15,W 34 ST/12 AV,40.75667,-74.00431,10.0
2057,1,M23+,402153,10,W 23 ST/7 AV,40.744403,-73.996167,10.0
2058,1,M23+,402154,11,W 23 ST/8 AV,40.745547,-73.998888,10.0
2059,1,M23+,402155,12,W 23 ST/9 AV,40.746716,-74.001653,10.0
2060,1,M23+,403547,13,W 23 ST/10 AV,40.747919,-74.004511,10.0
2061,1,M23+,402157,14,W 23 ST/11 AV,40.748876,-74.006785,10.0
2062,1,M23+,404926,15,W 24 St/11 AV,40.749997,-74.007489,10.0
2063,1,M23+,404085,16,12 AV/W 23 ST,40.748873,-74.008035,10.0
2132,1,M7,401363,50,7 AV/W 28 ST,40.747035,-73.993637,10.0
2133,1,M7,401364,51,7 AV/W 25 ST,40.745177,-73.994994,10.0
2134,1,M7,404244,52,7 AV/W 23 ST,40.743812,-73.995983,10.0
2135,1,M7,401366,53,7 AV/W 20 ST,40.742028,-73.997286,10.0
2136,1,M7,405298,54,7 AV/W 17 ST,40.740352,-73.998492,10.0
2177,1,M11,401507,53,9 AV/W 18 ST,40.7432,-74.003816,10.0
2179,1,M11,405026,45,9 AV/W 40 ST,40.756899,-73.993896,10.0
2219,1,M11,401497,44,9 AV/W 42 ST,40.758584,-73.992665,10.0
2220,1,M11,401500,46,9 AV/W 35 ST,40.754199,-73.995867,10.0
2221,1,M11,401501,47,9 AV/W 34 ST,40.753153,-73.996625,10.0
2222,1,M11,401502,48,9 AV/W 30 ST,40.750611,-73.998473,10.0
2223,1,M11,401503,49,9 AV/W 28 ST,40.749425,-73.999343,10.0
2224,1,M11,405316,50,9 AV/W 25 ST,40.747568,-74.000712,10.0
2225,1,M11,404881,51,9 AV/W 23 ST,40.746264,-74.001642,10.0
2226,1,M11,401506,52,9 AV/W 20 ST,40.744433,-74.002977,10.0
2452,1,M42,401852,13,W 42 ST/9 AV,40.75867,-73.992979,10.0
2453,1,M42,401853,14,W 42 ST/10 AV,40.759888,-73.995834,10.0
2454,1,M42,403486,15,W 42 ST/11 AV,40.760822,-73.998047,10.0
2455,1,M42,405118,16,W 42 ST/12 AV,40.761953,-74.000937,10.0
2456,1,M42,903082,17,12 AV/W 42 ST,40.762549,-74.000971,10.0
2457,1,M50,903082,15,12 AV/W 42 ST,40.762549,-74.000971,10.0
32,0,M12,405452,1,8 Av/W 12 ST,40.737903,-74.004356,6.0
257,0,M14A+,401608,1,8 AV/BLEECKER ST,40.737379,-74.004929,6.0
258,0,M14A+,401575,2,W 14 ST/8 AV,40.739621,-74.002394,6.0
259,0,M14A+,401294,3,W 14 ST/7 AV,40.738287,-73.999271,6.0
260,0,M14A+,401577,4,W 14 ST/6 AV,40.737093,-73.996431,6.0
261,0,M14A+,401579,5,E 14 ST/UNIVERSITY PL,40.735221,-73.991933,6.0
303,0,M20,401608,19,8 AV/BLEECKER ST,40.737379,-74.004929,6.0
315,0,M20,401302,15,HUDSON ST/W HOUSTON ST,40.728924,-74.00704,6.0
316,0,M20,404133,16,HUDSON ST/BARROW ST,40.731571,-74.006534,6.0
317,0,M20,401453,17,HUDSON ST/CHRISTOPHER ST,40.733347,-74.00626,6.0
318,0,M20,401220,18,HUDSON ST/PERRY ST,40.735435,-74.005921,6.0
319,0,M20,401609,20,8 AV/W 4 ST,40.738597,-74.003533,6.0
366,0,M14D+,401575,4,W 14 ST/8 AV,40.739621,-74.002394,6.0
367,0,M14D+,401294,5,W 14 ST/7 AV,40.738287,-73.999271,6.0
368,0,M14D+,401577,6,W 14 ST/6 AV,40.737093,-73.996431,6.0
369,0,M14D+,401579,7,E 14 ST/UNIVERSITY PL,40.735221,-73.991933,6.0
376,0,M14D+,404286,3,W 14 ST/HUDSON ST,40.74062,-74.004803,6.0
399,0,M55,400919,16,6 AV/W HOUSTON ST,40.7287,-74.00254,6.0
400,0,M55,400722,17,AV OF THE AMERICAS/W 3 ST,40.730879,-74.001389,6.0
401,0,M55,400723,18,AV OF THE AMERICAS/WAVERLY PL,40.733006,-73.999838,6.0
402,0,M55,400724,19,AV OF THE AMERICAS/W 10 ST,40.734865,-73.998466,6.0
403,0,M55,400725,20,AV OF THE AMERICAS/W 12 ST,40.736155,-73.997539,6.0
416,0,M8,401528,1,WEST ST/CHRISTOPHER ST,40.732847,-74.010081,6.0
417,0,M8,401529,2,W 10 ST/WASHINGTON ST,40.73331,-74.008708,6.0
418,0,M8,403313,3,W 10 ST/GREENWICH ST,40.733501,-74.007459,6.0
419,0,M8,403312,4,W 10 ST/HUDSON ST,40.733775,-74.005849,6.0
420,0,M8,401531,5,W 10 ST/BLEECKER ST,40.734005,-74.004254,6.0
421,0,M8,401532,6,W 10 ST/7 AV S,40.734228,-74.002587,6.0
422,0,M8,401533,7,W 10 ST/WAVERLY PL,40.734489,-74.001021,6.0
423,0,M8,401535,8,GREENWICH AV/CHRISTOPHER ST,40.734143,-73.999729,6.0
424,0,M8,401536,9,W 8 ST/AV OF THE AMERICAS,40.733369,-73.999159,6.0
425,0,M8,401538,10,W 8 ST/5 AV,40.732336,-73.996709,6.0
426,0,M8,400336,11,E 8 ST/UNIVERSITY PL,40.731417,-73.994502,6.0
427,0,M8,400337,12,E 8 ST/MERCER ST,40.730576,-73.99259,6.0
822,0,M11,401393,1,BETHUNE ST/GREENWICH ST,40.736989,-74.006358,6.0
823,0,M11,405120,2,GREENWICH ST/HORATIO ST,40.738674,-74.006416,6.0
1388,1,M12,401386,18,HUDSON ST/W 13 ST,40.740187,-74.005344,6.0
1389,1,M12,401387,19,HUDSON ST/HORATIO ST,40.738853,-74.00559,6.0
1390,1,M12,903063,20,8 AV/12 ST,40.737765,-74.004512,6.0
1626,1,M14A+,405133,21,HUDSON ST/W 13 ST,40.740728,-74.005262,6.0
1627,1,M14A+,401388,22,HUDSON ST/W 12 ST,40.73767,-74.005766,6.0
1680,1,M20,405150,19,7 AV/WEST 14 ST,40.7384,-73.999883,6.0
1681,1,M20,401371,20,7 AV S/WAVERLY PL,40.735235,-74.001999,6.0
1682,1,M20,401372,21,7 AV S/W 10 ST,40.73411,-74.002648,6.0
1683,1,M20,401373,22,7 AV S/BARROW ST,40.732573,-74.003525,6.0
1684,1,M20,401374,23,7 AV S/BEDFORD ST,40.730467,-74.00473,6.0
1685,1,M20,401375,24,7 AV S/CLARKSON ST,40.729333,-74.005257,6.0
1713,1,M21,400890,15,W HOUSTON ST/GREENE ST,40.72623,-73.998164,6.0
1714,1,M21,403323,16,W HOUSTON ST/LA GUARDIA PL,40.726916,-73.999765,6.0
1715,1,M21,400719,17,W HOUSTON ST/SULLIVAN ST,40.727752,-74.001516,6.0
1716,1,M21,404940,18,W HOUSTON ST/VARICK ST,40.728569,-74.004612,6.0
1717,1,M21,403853,19,W HOUSTON ST/HUDSON ST,40.728889,-74.007303,6.0
1742,1,M55,400336,16,E 8 ST/UNIVERSITY PL,40.731417,-73.994502,6.0
1743,1,M55,400337,17,E 8 ST/MERCER ST,40.730576,-73.99259,6.0
1757,1,M55,402857,12,5 AV/W 13 ST,40.735713,-73.993952,6.0
1758,1,M55,400333,13,5 AV/W 12 ST,40.734469,-73.994847,6.0
1759,1,M55,400334,14,5 AV/W 10 ST,40.733223,-73.995749,6.0
1760,1,M55,400335,15,E 8 ST/5 AV,40.731996,-73.995926,6.0
1761,1,M55,400153,18,BROADWAY/WAVERLY PL,40.7294,-73.993516,6.0
1762,1,M55,400154,19,BROADWAY/W 3 ST,40.727539,-73.9951,6.0
1763,1,M55,400155,20,BROADWAY/BLEECKER ST,40.726263,-73.996172,6.0
1786,1,M8,400176,10,E 9 ST/BROADWAY,40.731425,-73.992408,6.0
1787,1,M8,401561,11,E 9 ST/UNIVERSITY PL,40.732356,-73.994609,6.0
1788,1,M8,401562,12,W 9 ST/5 AV,40.733089,-73.996367,6.0
1789,1,M8,401563,13,W 9 ST/AV OF THE AMERICAS,40.734156,-73.99891,6.0
1790,1,M8,401564,14,CHRISTOPHER ST/GREENWICH AV,40.734113,-73.999946,6.0
1791,1,M8,401565,15,CHRISTOPHER ST/WAVERLY PL,40.733747,-74.002197,6.0
1792,1,M8,401566,16,CHRISTOPHER ST/7 AV S,40.733577,-74.003341,6.0
1793,1,M8,401567,17,CHRISTOPHER ST/BLEECKER ST,40.733369,-74.004694,6.0
1794,1,M8,401568,18,CHRISTOPHER ST/HUDSON ST,40.733141,-74.006159,6.0
1795,1,M8,401569,19,CHRISTOPHER ST/GREENWICH ST,40.732852,-74.007927,6.0
1796,1,M8,401570,20,CHRISTOPHER ST/WASHINGTON ST,40.732666,-74.009067,6.0
1797,1,M8,903030,21,WEST ST/CHRISTOPHER ST,40.732493,-74.010128,6.0
1798,1,M2,400336,72,E 8 ST/UNIVERSITY PL,40.731417,-73.994502,6.0
1799,1,M2,400337,73,E 8 ST/MERCER ST,40.730576,-73.99259,6.0
1811,1,M2,402857,68,5 AV/W 13 ST,40.735713,-73.993952,6.0
1812,1,M2,400333,69,5 AV/W 12 ST,40.734469,-73.994847,6.0
1813,1,M2,400334,70,5 AV/W 10 ST,40.733223,-73.995749,6.0
1814,1,M2,400335,71,E 8 ST/5 AV,40.731996,-73.995926,6.0
1873,1,M1,400336,58,E 8 ST/UNIVERSITY PL,40.731417,-73.994502,6.0
1874,1,M1,400337,59,E 8 ST/MERCER ST,40.730576,-73.99259,6.0
1885,1,M1,402857,54,5 AV/W 13 ST,40.735713,-73.993952,6.0
1886,1,M1,400333,55,5 AV/W 12 ST,40.734469,-73.994847,6.0
1887,1,M1,400334,56,5 AV/W 10 ST,40.733223,-73.995749,6.0
1888,1,M1,400335,57,E 8 ST/5 AV,40.731996,-73.995926,6.0
1889,1,M1,400153,60,BROADWAY/WAVERLY PL,40.7294,-73.993516,6.0
1890,1,M1,400154,61,BROADWAY/W 3 ST,40.727539,-73.9951,6.0
1891,1,M1,400155,62,BROADWAY/BLEECKER ST,40.726263,-73.996172,6.0
1939,1,M3,400337,79,E 8 ST/MERCER ST,40.730576,-73.99259,6.0
1950,1,M3,402857,75,5 AV/W 13 ST,40.735713,-73.993952,6.0
1951,1,M3,400333,76,5 AV/W 12 ST,40.734469,-73.994847,6.0
1952,1,M3,400334,77,5 AV/W 10 ST,40.733223,-73.995749,6.0
1953,1,M3,400335,78,E 8 ST/5 AV,40.731996,-73.995926,6.0
2121,1,M7,401294,55,W 14 ST/7 AV,40.738287,-73.999271,6.0
2180,1,M11,401386,54,HUDSON ST/W 13 ST,40.740187,-74.005344,6.0
2181,1,M11,401387,55,HUDSON ST/HORATIO ST,40.738853,-74.00559,6.0
2227,1,M11,403876,56,HUDSON ST/BETHUNE ST,40.737071,-74.005867,6.0
92,0,M5,400933,2,AV OF THE AMERICAS/W 34 ST,40.74986,-73.987669,14.0
93,0,M5,404039,3,AV OF THE AMERICAS/W 38 ST,40.752139,-73.985967,14.0
94,0,M5,404040,4,AV OF THE AMERICAS/W 40 ST,40.753709,-73.984732,14.0
95,0,M5,400936,5,AV OF THE AMERICAS/W 42 ST,40.755109,-73.983786,14.0
116,0,M5,803083,1,6 AV/W 31 ST,40.748042,-73.988957,14.0
326,0,M20,404847,27,8 AV/W 31 ST,40.749952,-73.994947,14.0
327,0,M20,401231,28,8 AV/W 34 ST,40.752329,-73.993258,14.0
328,0,M20,401232,29,8 AV/W 37 ST,40.75396,-73.992034,14.0
329,0,M20,401850,30,8 AV/W 40 ST,40.756261,-73.990408,14.0
330,0,M20,404919,31,8 AV/W 43 ST,40.758004,-73.989093,14.0
410,0,M55,403769,27,AV OF THE AMERICAS/W 31 ST,40.747987,-73.988909,14.0
411,0,M55,400933,28,AV OF THE AMERICAS/W 34 ST,40.74986,-73.987669,14.0
412,0,M55,404039,29,AV OF THE AMERICAS/W 38 ST,40.752139,-73.985967,14.0
413,0,M55,404040,30,AV OF THE AMERICAS/W 40 ST,40.753709,-73.984732,14.0
414,0,M55,400936,31,AV OF THE AMERICAS/W 42 ST,40.755109,-73.983786,14.0
415,0,M55,803081,32,W 44 St/6 AV,40.755986,-73.982997,14.0
462,0,M2,400561,14,MADISON AV/E 42 ST,40.753337,-73.978759,14.0
494,0,M2,400352,10,MADISON AV/E 30 ST,40.74551,-73.984493,14.0
496,0,M2,403457,13,MADISON AV/E 40  ST,40.752018,-73.979743,14.0
520,0,M1,400561,19,MADISON AV/E 42 ST,40.753337,-73.978759,14.0
534,0,M1,400352,15,MADISON AV/E 30 ST,40.74551,-73.984493,14.0
536,0,M1,403457,18,MADISON AV/E 40  ST,40.752018,-73.979743,14.0
586,0,M3,400561,14,MADISON AV/E 42 ST,40.753337,-73.978759,14.0
604,0,M3,400352,10,MADISON AV/E 30 ST,40.74551,-73.984493,14.0
606,0,M3,403457,13,MADISON AV/E 40  ST,40.752018,-73.979743,14.0
658,0,M34+,401818,4,W 34 ST/9 AV,40.753106,-73.995857,14.0
659,0,M34+,401819,5,W 34 ST/8 AV,40.751988,-73.993312,14.0
660,0,M34+,404820,6,W 34 ST/7 AV,40.751116,-73.991115,14.0
661,0,M34+,401821,7,W 34 ST/BROADWAY,40.749624,-73.987617,14.0
662,0,M34+,401822,8,E 34 ST/5 AV,40.748192,-73.984134,14.0
663,0,M34+,401824,9,E 34 ST/PARK AV,40.746797,-73.98089,14.0
671,0,M34A+,401818,3,W 34 ST/9 AV,40.753106,-73.995857,14.0
672,0,M34A+,401819,4,W 34 ST/8 AV,40.751988,-73.993312,14.0
673,0,M34A+,404820,5,W 34 ST/7 AV,40.751116,-73.991115,14.0
674,0,M34A+,401821,6,W 34 ST/BROADWAY,40.749624,-73.987617,14.0
675,0,M34A+,401822,7,E 34 ST/5 AV,40.748192,-73.984134,14.0
676,0,M34A+,401824,8,E 34 ST/PARK AV,40.746797,-73.98089,14.0
761,0,M7,403769,7,AV OF THE AMERICAS/W 31 ST,40.747987,-73.988909,14.0
762,0,M7,400933,8,AV OF THE AMERICAS/W 34 ST,40.74986,-73.987669,14.0
763,0,M7,404039,9,AV OF THE AMERICAS/W 38 ST,40.752139,-73.985967,14.0
764,0,M7,404040,10,AV OF THE AMERICAS/W 40 ST,40.753709,-73.984732,14.0
765,0,M7,400936,11,AV OF THE AMERICAS/W 42 ST,40.755109,-73.983786,14.0
922,0,M104,404919,2,8 AV/W 43 ST,40.758004,-73.989093,14.0
934,0,M104,405374,1,W 41 ST/8 AV,40.756549,-73.990123,14.0
1017,0,M4,400561,5,MADISON AV/E 42 ST,40.753337,-73.978759,14.0
1031,0,M4,403457,4,MADISON AV/E 40  ST,40.752018,-73.979743,14.0
1077,0,M4,400353,1,32 ST/MADISON AV,40.746555,-73.984226,14.0
1084,0,M42,403238,5,W 42 ST/9 AV,40.757961,-73.991925,14.0
1085,0,M42,403239,6,W 42 ST/8 AV,40.757191,-73.989904,14.0
1086,0,M42,403240,7,W 42 ST/7 AV,40.756259,-73.987735,14.0
1087,0,M42,403241,8,W 42 ST/BROADWAY,40.755271,-73.985338,14.0
1088,0,M42,403242,9,W 42 ST/6 AV,40.754535,-73.98364,14.0
1089,0,M42,403465,10,W 42 ST/5 AV,40.753319,-73.980751,14.0
1090,0,M42,404160,11,E 42 ST/MADISON AV,40.752533,-73.978889,14.0
1091,0,M42,403459,12,E 42 ST/PARK AV,40.75188,-73.97733,14.0
1443,1,M5,400518,58,5 AV/W 41 ST,40.753191,-73.981154,14.0
1444,1,M5,400323,60,5 AV/W 35 ST,40.749477,-73.983921,14.0
1445,1,M5,400324,61,5 AV/W 33 ST,40.747494,-73.985338,14.0
1450,1,M5,405179,57,5 AV/W 44 ST,40.75487,-73.979966,14.0
1488,1,M5,400322,59,5 AV/W 39 ST,40.75131,-73.982589,14.0
1489,1,M5,803082,62,W 31 ST/6 AV,40.74779,-73.988832,14.0
1671,1,M20,404153,10,7 AV/W 41 ST,40.755484,-73.987378,14.0
1672,1,M20,401359,11,7 AV/W 37 ST,40.752568,-73.989494,14.0
1673,1,M20,401360,12,7 AV/W 34 ST,40.750627,-73.99102,14.0
1674,1,M20,401361,13,7 AV/W 31 ST,40.74886,-73.992309,14.0
1746,1,M55,803080,1,W 44 ST/6 AV,40.755891,-73.982784,14.0
1747,1,M55,400518,2,5 AV/W 41 ST,40.753191,-73.981154,14.0
1748,1,M55,400519,3,5 AV/W 38 ST,40.750927,-73.982808,14.0
1749,1,M55,400323,4,5 AV/W 35 ST,40.749477,-73.983921,14.0
1750,1,M55,400324,5,5 AV/W 33 ST,40.747494,-73.985338,14.0
1751,1,M55,400325,6,5 AV/W 31 ST,40.746263,-73.986268,14.0
1801,1,M2,400518,58,5 AV/W 41 ST,40.753191,-73.981154,14.0
1802,1,M2,400519,59,5 AV/W 38 ST,40.750927,-73.982808,14.0
1803,1,M2,400323,60,5 AV/W 35 ST,40.749477,-73.983921,14.0
1804,1,M2,400324,61,5 AV/W 33 ST,40.747494,-73.985338,14.0
1805,1,M2,400325,62,5 AV/W 31 ST,40.746263,-73.986268,14.0
1871,1,M2,405179,57,5 AV/W 44 ST,40.75487,-73.979966,14.0
1875,1,M1,400518,44,5 AV/W 41 ST,40.753191,-73.981154,14.0
1876,1,M1,400519,45,5 AV/W 38 ST,40.750927,-73.982808,14.0
1877,1,M1,400323,46,5 AV/W 35 ST,40.749477,-73.983921,14.0
1878,1,M1,400324,47,5 AV/W 33 ST,40.747494,-73.985338,14.0
1879,1,M1,400325,48,5 AV/W 31 ST,40.746263,-73.986268,14.0
1919,1,M1,405179,43,5 AV/W 44 ST,40.75487,-73.979966,14.0
1940,1,M3,400518,65,5 AV/W 41 ST,40.753191,-73.981154,14.0
1941,1,M3,400519,66,5 AV/W 38 ST,40.750927,-73.982808,14.0
1942,1,M3,400323,67,5 AV/W 35 ST,40.749477,-73.983921,14.0
1943,1,M3,400324,68,5 AV/W 33 ST,40.747494,-73.985338,14.0
1944,1,M3,400325,69,5 AV/W 31 ST,40.746263,-73.986268,14.0
1982,1,M3,405179,64,5 AV/W 44 ST,40.75487,-73.979966,14.0
2025,1,M34+,401844,7,W 34 ST/5 AV,40.748672,-73.98491,14.0
2026,1,M34+,400716,8,W 34 ST/BROADWAY,40.749982,-73.98805,14.0
2027,1,M34+,401847,9,W 34 ST/7 AV,40.75125,-73.991027,14.0
2028,1,M34+,401848,10,W 34 ST/8 AV,40.752301,-73.993588,14.0
2029,1,M34+,403528,11,W 34 ST/9 AV,40.753361,-73.996044,14.0
2034,1,M34A+,401232,11,8 AV/W 37 ST,40.75396,-73.992034,14.0
2035,1,M34A+,401850,12,8 AV/W 40 ST,40.756261,-73.990408,14.0
2042,1,M34A+,401844,7,W 34 ST/5 AV,40.748672,-73.98491,14.0
2043,1,M34A+,400716,8,W 34 ST/BROADWAY,40.749982,-73.98805,14.0
2044,1,M34A+,401847,9,W 34 ST/7 AV,40.75125,-73.991027,14.0
2045,1,M34A+,803098,10,8 AV/W 34 ST,40.752301,-73.99325,14.0
2046,1,M34A+,404116,13,W 43 ST/8 AV,40.758394,-73.99019,14.0
2047,1,M34A+,903078,14,W 43 ST/9 AV,40.75877,-73.991173,14.0
2096,1,M103,402843,33,LEXINGTON AV/E 45 ST,40.753095,-73.974905,14.0
2097,1,M103,403425,34,LEXINGTON AV/E 42 ST,40.750843,-73.976533,14.0
2100,1,M103,403821,37,LEXINGTON AV/E 34 ST,40.746226,-73.979892,14.0
2101,1,M103,403822,38,LEXINGTON AV/E 31 ST,40.744101,-73.981463,14.0
2128,1,M7,404153,46,7 AV/W 41 ST,40.755484,-73.987378,14.0
2129,1,M7,401359,47,7 AV/W 37 ST,40.752568,-73.989494,14.0
2130,1,M7,401360,48,7 AV/W 34 ST,40.750627,-73.99102,14.0
