,direction_id,route_id,stop_id,stop_sequence,stop_name,stop_lat,stop_lon,precinct
2131,1,M7,401361,49,7 AV/W 31 ST,40.74886,-73.992309,14.0
2288,1,M104,404153,43,7 AV/W 41 ST,40.755484,-73.987378,14.0
2324,1,M104,405297,42,7 AV/W 44 ST,40.757255,-73.986211,14.0
2325,1,M104,803144,44,W 41 ST/8 AV,40.756408,-73.989815,14.0
2367,1,M4,400518,70,5 AV/W 41 ST,40.753191,-73.981154,14.0
2368,1,M4,400519,71,5 AV/W 38 ST,40.750927,-73.982808,14.0
2402,1,M4,405179,69,5 AV/W 44 ST,40.75487,-73.979966,14.0
2436,1,M4,405486,72,5 AV/W 36 ST,40.749577,-73.983774,14.0
2437,1,M4,903128,73,E 32 ST/5 AV,40.746801,-73.984816,14.0
2445,1,M42,405241,6,E 42 ST/PARK AV,40.752099,-73.977395,14.0
2446,1,M42,403805,7,E 42 ST/MADISON AV,40.753093,-73.979766,14.0
2447,1,M42,403257,8,W 42 ST/5 AV,40.75357,-73.98098,14.0
2448,1,M42,403830,9,W 42 ST/AV OF THE AMERICAS,40.754994,-73.984277,14.0
2449,1,M42,403354,10,W 42 ST/BROADWAY,40.755754,-73.986046,14.0
2450,1,M42,403259,11,W 42 ST/7 AV,40.756311,-73.987399,14.0
2451,1,M42,401851,12,W 42 ST/8 AV,40.757575,-73.990464,14.0
2532,1,M101,402843,66,LEXINGTON AV/E 45 ST,40.753095,-73.974905,14.0
2533,1,M101,403425,67,LEXINGTON AV/E 42 ST,40.750843,-73.976533,14.0
2536,1,M101,403821,70,LEXINGTON AV/E 34 ST,40.746226,-73.979892,14.0
2537,1,M101,403822,71,LEXINGTON AV/E 31 ST,40.744101,-73.981463,14.0
2663,1,M102,402843,45,LEXINGTON AV/E 45 ST,40.753095,-73.974905,14.0
2664,1,M102,403425,46,LEXINGTON AV/E 42 ST,40.750843,-73.976533,14.0
2667,1,M102,403821,49,LEXINGTON AV/E 34 ST,40.746226,-73.979892,14.0
2668,1,M102,403822,50,LEXINGTON AV/E 31 ST,40.744101,-73.981463,14.0
96,0,M5,903236,42,BROADWAY/W 135 ST,40.820642,-73.954489,30.0
97,0,M5,400609,43,BROADWAY/W 137 ST,40.82124,-73.954014,30.0
98,0,M5,400610,44,BROADWAY/W 139 ST,40.822815,-73.952874,30.0
99,0,M5,400611,45,BROADWAY/W 141 ST,40.82408,-73.951948,30.0
100,0,M5,400612,46,BROADWAY/W 143 ST,40.825312,-73.951051,30.0
101,0,M5,400613,47,BROADWAY/W 145 ST,40.826791,-73.94997,30.0
102,0,M5,400614,48,BROADWAY/W 147 ST,40.827916,-73.949145,30.0
103,0,M5,400615,49,BROADWAY/W 149 ST,40.829167,-73.948237,30.0
104,0,M5,400616,50,BROADWAY/W 151 ST,40.830413,-73.947322,30.0
105,0,M5,400617,51,BROADWAY/W 153 ST,40.831697,-73.946385,30.0
115,0,M5,404019,41,W 135 ST/RIVERSIDE DR,40.820863,-73.957,30.0
627,0,M3,400405,59,ST NICHOLAS AV/W 144 ST,40.823278,-73.945037,30.0
628,0,M3,400406,60,ST NICHOLAS AV/W 145 ST,40.824338,-73.944408,30.0
629,0,M3,405227,61,ST NICHOLAS AV/W 147 ST,40.825404,-73.943522,30.0
630,0,M3,400408,62,ST NICHOLAS AV/W 151 ST,40.828325,-73.942272,30.0
631,0,M3,400409,63,ST NICHOLAS AV/W 153 ST,40.829645,-73.941744,30.0
870,0,M11,403757,54,W 135 ST/AMSTERDAM AV,40.819159,-73.95262,30.0
871,0,M11,404011,55,W 135 ST/BROADWAY,40.82044,-73.955723,30.0
872,0,M11,404012,56,W 135 ST/RIVERSIDE DR,40.821025,-73.957034,30.0
873,0,M11,404013,57,RIVERSIDE DR/W 137 ST,40.822435,-73.955855,30.0
874,0,M11,404056,58,RIVERSIDE DR/W 139 ST,40.823431,-73.955324,30.0
875,0,M11,404014,59,RIVERSIDE DR/W 142 ST,40.825464,-73.953302,30.0
876,0,M11,404015,60,RIVERSIDE DR/W 144 ST,40.826652,-73.952228,30.0
877,0,M11,803194,61,RIVERBANK/STATE PARK,40.826815,-73.955386,30.0
1045,0,M4,903236,49,BROADWAY/W 135 ST,40.820642,-73.954489,30.0
1046,0,M4,400609,50,BROADWAY/W 137 ST,40.82124,-73.954014,30.0
1047,0,M4,400610,51,BROADWAY/W 139 ST,40.822815,-73.952874,30.0
1048,0,M4,400611,52,BROADWAY/W 141 ST,40.82408,-73.951948,30.0
1049,0,M4,400612,53,BROADWAY/W 143 ST,40.825312,-73.951051,30.0
1050,0,M4,400613,54,BROADWAY/W 145 ST,40.826791,-73.94997,30.0
1051,0,M4,400614,55,BROADWAY/W 147 ST,40.827916,-73.949145,30.0
1052,0,M4,400615,56,BROADWAY/W 149 ST,40.829167,-73.948237,30.0
1053,0,M4,400616,57,BROADWAY/W 151 ST,40.830413,-73.947322,30.0
1054,0,M4,400617,58,BROADWAY/W 153 ST,40.831697,-73.946385,30.0
1196,0,M101,402520,61,AMSTERDAM AV/W 143 ST,40.824241,-73.94826,30.0
1197,0,M101,402521,62,AMSTERDAM AV/W 145 ST,40.825615,-73.947231,30.0
1198,0,M101,405103,63,AMSTERDAM AV/W 149 ST,40.827662,-73.945755,30.0
1199,0,M101,405074,64,AMSTERDAM AV/W 152 ST,40.829905,-73.944107,30.0
1452,1,M5,400656,11,BROADWAY/W 155 ST,40.832512,-73.946226,30.0
1453,1,M5,400657,12,BROADWAY/W 152 ST,40.830668,-73.947579,30.0
1454,1,M5,400658,13,BROADWAY/W 150 ST,40.829398,-73.948497,30.0
1455,1,M5,400659,14,BROADWAY/W 147 ST,40.827513,-73.949879,30.0
1456,1,M5,403483,15,BROADWAY/W 145 ST,40.826693,-73.95048,30.0
1457,1,M5,400661,16,BROADWAY/W 142 ST,40.824316,-73.952208,30.0
1458,1,M5,400662,17,BROADWAY/W 140 ST,40.823073,-73.953123,30.0
1459,1,M5,400663,18,BROADWAY/W 138 ST,40.821841,-73.954028,30.0
1464,1,M5,404011,19,W 135 ST/BROADWAY,40.82044,-73.955723,30.0
1465,1,M5,404012,20,W 135 ST/RIVERSIDE DR,40.821025,-73.957034,30.0
1829,1,M2,400268,10,W 155 ST/EDGECOMBE AV,40.830182,-73.939846,30.0
2007,1,M3,403698,17,W 155 ST/AMSTERDAM AV,40.831468,-73.942882,30.0
2008,1,M3,400466,18,ST NICHOLAS AV/W 152 ST,40.82886,-73.942257,30.0
2009,1,M3,400467,19,ST NICHOLAS AV/W 150 ST,40.827466,-73.942831,30.0
2010,1,M3,400468,20,ST NICHOLAS AV/W 148 ST,40.82571,-73.943669,30.0
2011,1,M3,400469,21,ST NICHOLAS AV/W 145 ST,40.823764,-73.945033,30.0
2012,1,M3,400470,22,ST NICHOLAS AV/W 142 ST,40.822296,-73.945724,30.0
2184,1,M11,403447,6,W 135 ST/BROADWAY,40.819614,-73.954283,30.0
2185,1,M11,403786,7,W 135 ST/AMSTERDAM AV,40.818923,-73.95253,30.0
2228,1,M11,803195,1,RIVERBANK/STATE PARK,40.826647,-73.955503,30.0
2229,1,M11,404031,2,RIVERSIDE DR/W 145 ST,40.827012,-73.952145,30.0
2230,1,M11,404017,3,RIVERSIDE DR/W 142 ST,40.825383,-73.953985,30.0
2231,1,M11,404018,4,RIVERSIDE DR/W 139 ST,40.823483,-73.955501,30.0
2232,1,M11,404019,5,W 135 ST/RIVERSIDE DR,40.820863,-73.957,30.0
2417,1,M4,400656,20,BROADWAY/W 155 ST,40.832512,-73.946226,30.0
2418,1,M4,400657,21,BROADWAY/W 152 ST,40.830668,-73.947579,30.0
2419,1,M4,400658,22,BROADWAY/W 150 ST,40.829398,-73.948497,30.0
2420,1,M4,400659,23,BROADWAY/W 147 ST,40.827513,-73.949879,30.0
2421,1,M4,403483,24,BROADWAY/W 145 ST,40.826693,-73.95048,30.0
2422,1,M4,400661,25,BROADWAY/W 142 ST,40.824316,-73.952208,30.0
2423,1,M4,400662,26,BROADWAY/W 140 ST,40.823073,-73.953123,30.0
2424,1,M4,400663,27,BROADWAY/W 138 ST,40.821841,-73.954028,30.0
2425,1,M4,803157,28,BROADWAY / W 135 ST,40.819972,-73.955401,30.0
2559,1,M101,402641,16,AMSTERDAM AV/W 152 ST,40.829745,-73.944372,30.0
2560,1,M101,402642,17,AMSTERDAM AV/W 150 ST,40.82806,-73.945613,30.0
2561,1,M101,402643,18,AMSTERDAM AV/W 148 ST,40.826908,-73.946446,30.0
2562,1,M101,402644,19,AMSTERDAM AV/W 145 ST,40.824949,-73.947888,30.0
2563,1,M101,402645,20,AMSTERDAM AV/W 143 ST,40.823629,-73.948866,30.0
2564,1,M101,402646,21,AMSTERDAM AV/W 140 ST,40.821716,-73.950244,30.0
2565,1,M101,402647,22,AMSTERDAM AV/W 138 ST,40.820487,-73.95113,30.0
2566,1,M101,405078,23,AMSTERDAM AV/W 135 ST,40.818605,-73.952522,30.0
106,0,M5,400618,52,BROADWAY/W 155 ST,40.832992,-73.945441,33.0
107,0,M5,400619,53,BROADWAY/W 157 ST,40.834257,-73.944519,33.0
108,0,M5,400620,54,BROADWAY/W 159 ST,40.835516,-73.9436,33.0
109,0,M5,400621,55,BROADWAY/W 161 ST,40.83674,-73.942702,33.0
110,0,M5,400622,56,BROADWAY/W 163 ST,40.838005,-73.941772,33.0
147,0,M5,400623,57,BROADWAY/W 165 ST,40.839363,-73.940785,33.0
148,0,M5,400624,58,BROADWAY/W 168 ST,40.840308,-73.94011,33.0
149,0,M5,400796,59,BROADWAY/W 171 ST,40.843509,-73.939006,33.0
150,0,M5,402535,60,BROADWAY/W 173 ST,40.844953,-73.938676,33.0
151,0,M5,400798,61,BROADWAY/W 175 ST,40.846487,-73.938292,33.0
152,0,M5,903231,62,W 178 ST/BROADWAY,40.848234,-73.937485,33.0
449,0,M2,400248,64,EDGECOMBE AV/W 155 ST,40.830904,-73.940279,33.0
450,0,M2,400249,65,EDGECOMBE AV/W 158 ST,40.832912,-73.939461,33.0
451,0,M2,400250,66,EDGECOMBE AV/W 160 ST,40.834045,-73.938133,33.0
452,0,M2,400251,67,EDGECOMBE AV/W 162 ST,40.835242,-73.937496,33.0
453,0,M2,400252,68,EDGECOMBE AV/W 164 ST,40.836657,-73.936852,33.0
454,0,M2,403907,69,W 165 ST/AMSTERDAM AV,40.837871,-73.938159,33.0
455,0,M2,403908,70,AUDUBON AV/W 165 ST,40.839052,-73.939318,33.0
456,0,M2,404876,71,W 168 ST/AUDUBON AV,40.840581,-73.938431,33.0
632,0,M3,402526,64,AMSTERDAM AV/W 155 ST,40.831683,-73.942827,33.0
633,0,M3,405073,65,AMSTERDAM AV/W 158 ST,40.833638,-73.941374,33.0
634,0,M3,404853,66,AMSTERDAM AV/W 161 ST,40.835239,-73.940199,33.0
635,0,M3,400414,67,ST NICHOLAS AV/W 163 ST,40.837027,-73.940079,33.0
636,0,M3,405111,68,ST NICHOLAS AV/W 165 ST,40.838389,-73.93981,33.0
637,0,M3,404066,69,ST NICHOLAS AV/W 167 ST,40.840879,-73.939441,33.0
638,0,M3,400418,70,ST NICHOLAS AV/W 170 ST,40.842529,-73.938555,33.0
639,0,M3,400419,71,ST NICHOLAS AV/W 173 ST,40.844406,-73.937188,33.0
640,0,M3,403975,72,ST NICHOLAS AV/W 176 ST,40.846368,-73.935747,33.0
1055,0,M4,400618,59,BROADWAY/W 155 ST,40.832992,-73.945441,33.0
1056,0,M4,400619,60,BROADWAY/W 157 ST,40.834257,-73.944519,33.0
1057,0,M4,400620,61,BROADWAY/W 159 ST,40.835516,-73.9436,33.0
1058,0,M4,400621,62,BROADWAY/W 161 ST,40.83674,-73.942702,33.0
1059,0,M4,400622,63,BROADWAY/W 163 ST,40.838005,-73.941772,33.0
1060,0,M4,404920,64,FT WASHINGTON AV/W 165 ST,40.840558,-73.942825,33.0
1061,0,M4,404921,65,FT WASHINGTON AV/W 168 ST,40.842408,-73.94209,33.0
1062,0,M4,400626,66,FT WASHINGTON AV/W 171 ST,40.844315,-73.940871,33.0
1063,0,M4,400627,67,FT WASHINGTON AV/W 173 ST,40.8457,-73.940298,33.0
1064,0,M4,400628,68,FT WASHINGTON AV/W 175 ST,40.846825,-73.939845,33.0
1065,0,M4,400629,69,FT WASHINGTON AV/W 177 ST,40.847906,-73.939407,33.0
1066,0,M4,400630,70,FT WASHINGTON AV/W 179 ST,40.849229,-73.938932,33.0
1145,0,M101,402526,65,AMSTERDAM AV/W 155 ST,40.831683,-73.942827,33.0
1146,0,M101,405073,66,AMSTERDAM AV/W 158 ST,40.833638,-73.941374,33.0
1147,0,M101,404853,67,AMSTERDAM AV/W 161 ST,40.835239,-73.940199,33.0
1200,0,M101,405075,68,AMSTERDAM AV/W 164 ST,40.837468,-73.938575,33.0
1201,0,M101,405076,69,AMSTERDAM AV/W 167 ST,40.839672,-73.93697,33.0
1202,0,M101,402740,70,AMSTERDAM AV/W 171 ST,40.841978,-73.935267,33.0
1203,0,M101,402741,71,AMSTERDAM AV/W 173 ST,40.84312,-73.934443,33.0
1204,0,M101,405077,72,AMSTERDAM AV/W 176 ST,40.84515,-73.932962,33.0
1451,1,M5,400655,10,BROADWAY/W 157 ST,40.834229,-73.944922,33.0
1490,1,M5,400808,1,BROADWAY/W 178 ST,40.848425,-73.937697,33.0
1491,1,M5,400809,2,BROADWAY/W 176 ST,40.846657,-73.938432,33.0
1492,1,M5,400810,3,BROADWAY/W 174 ST,40.845164,-73.938824,33.0
1493,1,M5,400811,4,BROADWAY/W 172 ST,40.843646,-73.939171,33.0
1494,1,M5,400812,5,BROADWAY/W 170 ST,40.842568,-73.939311,33.0
1495,1,M5,404918,6,BROADWAY/W 167 ST,40.840167,-73.940639,33.0
1496,1,M5,400814,7,BROADWAY/W 164 ST,40.838197,-73.942072,33.0
1497,1,M5,400815,8,BROADWAY/W 162 ST,40.836998,-73.942951,33.0
1498,1,M5,400816,9,BROADWAY/W 160 ST,40.835736,-73.943874,33.0
1820,1,M2,903049,1,168 ST/AUDUBON AV,40.840644,-73.938543,33.0
1821,1,M2,400258,2,BROADWAY/W 168 ST,40.841041,-73.939971,33.0
1822,1,M2,400259,3,W 166 ST/ST NICHOLAS AV,40.839624,-73.940184,33.0
1823,1,M2,403910,4,W 165 ST/AMSTERDAM AV,40.837687,-73.93804,33.0
1824,1,M2,400263,5,EDGECOMBE AV/W 164 ST,40.836219,-73.937231,33.0
1825,1,M2,400264,6,EDGECOMBE AV/W 162 ST,40.835011,-73.937775,33.0
1826,1,M2,400265,7,EDGECOMBE AV/W 160 ST,40.833653,-73.938817,33.0
1827,1,M2,400266,8,EDGECOMBE AV/W 158 ST,40.832421,-73.939905,33.0
1828,1,M2,400267,9,EDGECOMBE AV/W 155 ST,40.830618,-73.940438,33.0
1959,1,M3,400258,11,BROADWAY/W 168 ST,40.841041,-73.939971,33.0
1960,1,M3,400259,12,W 166 ST/ST NICHOLAS AV,40.839624,-73.940184,33.0
2000,1,M3,400454,8,ST NICHOLAS AV/W 178 ST,40.847482,-73.935168,33.0
2001,1,M3,403979,9,ST NICHOLAS AV/W 174 ST,40.844905,-73.937093,33.0
2002,1,M3,400457,10,ST NICHOLAS AV/W 172 ST,40.843215,-73.938316,33.0
2003,1,M3,400461,13,ST NICHOLAS AV/W 164 ST,40.837543,-73.940115,33.0
2004,1,M3,400462,14,ST NICHOLAS AV/W 162 ST,40.83629,-73.940039,33.0
2005,1,M3,404949,15,AMSTERDAM AV/W 161 ST,40.835536,-73.940181,33.0
2006,1,M3,402638,16,AMSTERDAM AV/W 158 ST,40.833351,-73.941776,33.0
2406,1,M4,400645,9,FT WASHINGTON AV/W 179 ST,40.849216,-73.939025,33.0
2407,1,M4,400646,10,FT WASHINGTON AV/W 177 ST,40.847583,-73.939718,33.0
2408,1,M4,400647,11,FT WASHINGTON AV/W 174 ST,40.845854,-73.94041,33.0
2409,1,M4,400648,12,FT WASHINGTON AV/W 172 ST,40.844435,-73.940982,33.0
2410,1,M4,400649,13,FT WASHINGTON AV/W 170 ST,40.843204,-73.941912,33.0
2411,1,M4,403373,14,FT WASHINGTON AV/W 168 ST,40.8419,-73.942467,33.0
2412,1,M4,403374,15,FT WASHINGTON AV/W 165 ST,40.839905,-73.943263,33.0
2413,1,M4,403375,16,FT WASHINGTON AV/W 164 ST,40.838725,-73.943731,33.0
2414,1,M4,403376,17,FT WASHINGTON AV/W 162 ST,40.837542,-73.944201,33.0
2415,1,M4,403377,18,FT WASHINGTON AV/W 160 ST,40.836093,-73.944759,33.0
2416,1,M4,400655,19,BROADWAY/W 157 ST,40.834229,-73.944922,33.0
2503,1,M101,404949,13,AMSTERDAM AV/W 161 ST,40.835536,-73.940181,33.0
2504,1,M101,402638,14,AMSTERDAM AV/W 158 ST,40.833351,-73.941776,33.0
2552,1,M101,402769,7,AMSTERDAM AV/W 178 ST,40.845883,-73.932601,33.0
2553,1,M101,405069,8,AMSTERDAM AV/W 175 ST,40.84381,-73.934076,33.0
2554,1,M101,402772,9,AMSTERDAM AV/W 172 ST,40.842043,-73.935378,33.0
2555,1,M101,402773,10,AMSTERDAM AV/W 170 ST,40.840658,-73.936399,33.0
2556,1,M101,402774,11,AMSTERDAM AV/W 168 ST,40.839549,-73.937226,33.0
2557,1,M101,405070,12,AMSTERDAM AV/W 165 ST,40.837603,-73.938646,33.0
2558,1,M101,402639,15,AMSTERDAM AV/W 156 ST,40.831932,-73.942813,33.0
2609,1,M98,400799,7,W 178 ST/BROADWAY,40.84803,-73.936989,33.0
2610,1,M98,404124,8,W 178 ST/ST NICHOLAS AV,40.847336,-73.935381,33.0
2611,1,M98,404125,9,W 178 ST/AUDUBON AV,40.84655,-73.933445,33.0
123,0,M5,400943,12,CENTRAL PK S/6 AV,40.766128,-73.977019,22.0
124,0,M5,401014,13,CENTRAL PK S/7 AV,40.767201,-73.979581,22.0
125,0,M5,401015,14,CENTRAL PK S/COLUMBUS CI,40.767838,-73.981242,22.0
335,0,M20,903209,36,Columbus Circle (does not stop),40.768164,-73.981327,22.0
336,0,M20,404871,37,CENTRAL PK W/COLUMBUS CIR,40.768686,-73.98134,22.0
337,0,M20,404049,38,CENTRAL PK W/W 63 ST,40.770657,-73.979873,22.0
792,0,M7,400943,18,CENTRAL PK S/6 AV,40.766128,-73.977019,22.0
793,0,M7,401014,19,CENTRAL PK S/7 AV,40.767201,-73.979581,22.0
794,0,M7,401015,20,CENTRAL PK S/COLUMBUS CI,40.767838,-73.981242,22.0
878,0,M10,903209,2,Columbus Circle (does not stop),40.768164,-73.981327,22.0
879,0,M10,404871,3,CENTRAL PK W/COLUMBUS CIR,40.768686,-73.98134,22.0
880,0,M10,404049,4,CENTRAL PK W/W 63 ST,40.770657,-73.979873,22.0
881,0,M10,401245,5,CENTRAL PK W/W 67 ST,40.772641,-73.978424,22.0
882,0,M10,403981,6,CENTRAL PK W/W 69 ST,40.77451,-73.97707,22.0
884,0,M10,401248,7,CENTRAL PK W/W 72 ST,40.776516,-73.975596,22.0
885,0,M10,404024,8,CENTRAL PK W/W 75 ST,40.778511,-73.97414,22.0
886,0,M10,401250,9,CENTRAL PK W/W 77 ST,40.779818,-73.97319,22.0
887,0,M10,404134,10,CENTRAL PK W/W 79 ST,40.781149,-73.972233,22.0
888,0,M10,401252,11,CENTRAL PK W/W 82 ST,40.782564,-73.971263,22.0
889,0,M10,401253,12,CENTRAL PK W/W 84 ST,40.784035,-73.970126,22.0
890,0,M10,401254,13,CENTRAL PK W/W 87 ST,40.78585,-73.96887,22.0
891,0,M10,401255,14,CENTRAL PK W/W 88 ST,40.786848,-73.968059,22.0
892,0,M10,401256,15,CENTRAL PK W/W 90 ST,40.788071,-73.967205,22.0
893,0,M10,401257,16,CENTRAL PK W/W 92 ST,40.789324,-73.966253,22.0
894,0,M10,401258,17,CENTRAL PK W/W 94 ST,40.790539,-73.965364,22.0
895,0,M10,401259,18,CENTRAL PK W/W 97 ST,40.792222,-73.964215,22.0
896,0,M10,401261,19,CENTRAL PK W/W 100 ST,40.794507,-73.962472,22.0
897,0,M10,401262,20,CENTRAL PK W/W 102 ST,40.79575,-73.961561,22.0
898,0,M10,401263,21,CENTRAL PK W/W 104 ST,40.797034,-73.960632,22.0
899,0,M10,401264,22,CENTRAL PK W/W 106 ST,40.798297,-73.959714,22.0
900,0,M10,401265,23,CENTRAL PK W/W 108 ST,40.799706,-73.958746,22.0
927,0,M104,903209,7,Columbus Circle (does not stop),40.768164,-73.981327,22.0
977,0,M79+,401869,6,E 79 ST TRANSVERSE/E 79 ST TRANSVERSE,40.778765,-73.968554,22.0
991,0,M86+,401900,6,W 86 ST/TRANSVERSE,40.784565,-73.967494,22.0
1420,1,M72,404122,9,5 AV/E  67 ST,40.769033,-73.969649,22.0
1427,1,M72,400124,7,5 AV/E 72 ST,40.771799,-73.967626,22.0
1428,1,M72,405491,8,5 AV/E 69 ST,40.770598,-73.968479,22.0
1429,1,M72,401245,10,CENTRAL PK W/W 67 ST,40.772641,-73.978424,22.0
1430,1,M72,403981,11,CENTRAL PK W/W 69 ST,40.77451,-73.97707,22.0
1815,1,M2,400124,47,5 AV/E 72 ST,40.771799,-73.967626,22.0
1816,1,M2,400109,33,5 AV/E 106 ST,40.794176,-73.951287,22.0
1817,1,M2,400110,34,5 AV/E 104 ST,40.793073,-73.952097,22.0
1818,1,M2,400111,35,5 AV/E 102 ST,40.79157,-73.953182,22.0
1819,1,M2,404081,36,5 AV/E 98 ST,40.789203,-73.954934,22.0
1848,1,M2,400290,29,CENTRAL PK N/ADAM C POWELL BL,40.799173,-73.95486,22.0
1849,1,M2,404278,30,CENTRAL PK N/MALCOLM X BL,40.798284,-73.952747,22.0
1850,1,M2,400107,31,5 AV/EAST 109 ST,40.796533,-73.94957,22.0
1851,1,M2,400108,32,5 AV/E 108 ST,40.795513,-73.950319,22.0
1852,1,M2,404168,37,5 AV/E 96 ST,40.788214,-73.955636,22.0
1853,1,M2,400115,38,5 AV/E 94 ST,40.786559,-73.956865,22.0
1854,1,M2,400116,39,5 AV/E 92 ST,40.785462,-73.95766,22.0
1855,1,M2,400117,40,5 AV/E 90 ST,40.783993,-73.958712,22.0
1856,1,M2,400118,41,5 AV/E 87 ST,40.782181,-73.960036,22.0
1857,1,M2,400119,42,5 AV/E 84 ST,40.780435,-73.961321,22.0
1858,1,M2,803162,43,5 AV/E 81 ST,40.778538,-73.96268,22.0
1859,1,M2,404303,44,5 AV/W 78 ST,40.776253,-73.964385,22.0
1860,1,M2,400122,45,5 AV/E 77 ST,40.77561,-73.964837,22.0
1861,1,M2,400123,46,5 AV/E 75 ST,40.774356,-73.965776,22.0
1862,1,M2,400125,48,5 AV/E 69 ST,40.770259,-73.968739,22.0
1863,1,M2,400126,49,5 AV/W 66 ST,40.768234,-73.970238,22.0
1864,1,M2,400127,50,5 AV/E 63 ST,40.767349,-73.970841,22.0
1865,1,M2,400128,51,5 AV/E 61 ST,40.766083,-73.971777,22.0
1866,1,M2,400512,52,5 AV/W 59 ST,40.764429,-73.972966,22.0
1895,1,M1,400124,33,5 AV/E 72 ST,40.771799,-73.967626,22.0
1896,1,M1,400109,20,5 AV/E 106 ST,40.794176,-73.951287,22.0
1897,1,M1,400110,21,5 AV/E 104 ST,40.793073,-73.952097,22.0
1898,1,M1,400111,22,5 AV/E 102 ST,40.79157,-73.953182,22.0
1899,1,M1,404081,23,5 AV/E 98 ST,40.789203,-73.954934,22.0
1900,1,M1,400107,18,5 AV/EAST 109 ST,40.796533,-73.94957,22.0
1901,1,M1,400108,19,5 AV/E 108 ST,40.795513,-73.950319,22.0
1902,1,M1,404168,24,5 AV/E 96 ST,40.788214,-73.955636,22.0
1903,1,M1,400115,25,5 AV/E 94 ST,40.786559,-73.956865,22.0
1904,1,M1,400116,26,5 AV/E 92 ST,40.785462,-73.95766,22.0
1905,1,M1,400117,27,5 AV/E 90 ST,40.783993,-73.958712,22.0
1906,1,M1,400118,28,5 AV/E 87 ST,40.782181,-73.960036,22.0
1907,1,M1,400119,29,5 AV/E 84 ST,40.780435,-73.961321,22.0
1908,1,M1,803162,30,5 AV/E 81 ST,40.778538,-73.96268,22.0
1909,1,M1,400122,31,5 AV/E 77 ST,40.77561,-73.964837,22.0
1910,1,M1,400123,32,5 AV/E 75 ST,40.774356,-73.965776,22.0
1911,1,M1,400125,34,5 AV/E 69 ST,40.770259,-73.968739,22.0
1912,1,M1,400126,35,5 AV/W 66 ST,40.768234,-73.970238,22.0
1913,1,M1,400127,36,5 AV/E 63 ST,40.767349,-73.970841,22.0
1914,1,M1,400128,37,5 AV/E 61 ST,40.766083,-73.971777,22.0
1915,1,M1,400512,38,5 AV/W 59 ST,40.764429,-73.972966,22.0
1954,1,M3,400124,54,5 AV/E 72 ST,40.771799,-73.967626,22.0
1955,1,M3,400109,41,5 AV/E 106 ST,40.794176,-73.951287,22.0
1956,1,M3,400110,42,5 AV/E 104 ST,40.793073,-73.952097,22.0
1957,1,M3,400111,43,5 AV/E 102 ST,40.79157,-73.953182,22.0
1958,1,M3,404081,44,5 AV/E 98 ST,40.789203,-73.954934,22.0
1961,1,M3,400290,37,CENTRAL PK N/ADAM C POWELL BL,40.799173,-73.95486,22.0
1962,1,M3,404278,38,CENTRAL PK N/MALCOLM X BL,40.798284,-73.952747,22.0
1963,1,M3,400108,40,5 AV/E 108 ST,40.795513,-73.950319,22.0
1964,1,M3,404168,45,5 AV/E 96 ST,40.788214,-73.955636,22.0
1965,1,M3,400115,46,5 AV/E 94 ST,40.786559,-73.956865,22.0
1966,1,M3,400116,47,5 AV/E 92 ST,40.785462,-73.95766,22.0
1967,1,M3,400117,48,5 AV/E 90 ST,40.783993,-73.958712,22.0
1968,1,M3,400118,49,5 AV/E 87 ST,40.782181,-73.960036,22.0
1969,1,M3,400119,50,5 AV/E 84 ST,40.780435,-73.961321,22.0
1970,1,M3,803162,51,5 AV/E 81 ST,40.778538,-73.96268,22.0
1971,1,M3,400122,52,5 AV/E 77 ST,40.77561,-73.964837,22.0
1972,1,M3,400123,53,5 AV/E 75 ST,40.774356,-73.965776,22.0
1973,1,M3,400125,55,5 AV/E 69 ST,40.770259,-73.968739,22.0
1974,1,M3,400126,56,5 AV/W 66 ST,40.768234,-73.970238,22.0
1975,1,M3,400127,57,5 AV/E 63 ST,40.767349,-73.970841,22.0
1976,1,M3,400128,58,5 AV/E 61 ST,40.766083,-73.971777,22.0
1977,1,M3,400512,59,5 AV/W 59 ST,40.764429,-73.972966,22.0
1990,1,M3,400486,36,110 ST/CENTRAL PK W,40.800357,-73.957727,22.0
1991,1,M3,400292,39,CENTRAL PK N/5 AV,40.796597,-73.949515,22.0
2334,1,M66,404122,7,5 AV/E  67 ST,40.769033,-73.969649,22.0
2346,1,M79+,401889,9,E 79 ST TRANSVERSE/E 79 ST TRANSVERSE,40.779084,-73.968749,22.0
2361,1,M86+,401926,10,W 86 ST/TRANSVERSE,40.781406,-73.96236,22.0
2369,1,M4,400124,59,5 AV/E 72 ST,40.771799,-73.967626,22.0
2372,1,M4,400109,46,5 AV/E 106 ST,40.794176,-73.951287,22.0
2373,1,M4,400110,47,5 AV/E 104 ST,40.793073,-73.952097,22.0
2374,1,M4,400111,48,5 AV/E 102 ST,40.79157,-73.953182,22.0
2375,1,M4,404081,49,5 AV/E 98 ST,40.789203,-73.954934,22.0
2382,1,M4,400290,42,CENTRAL PK N/ADAM C POWELL BL,40.799173,-73.95486,22.0
2383,1,M4,404278,43,CENTRAL PK N/MALCOLM X BL,40.798284,-73.952747,22.0
2384,1,M4,400108,45,5 AV/E 108 ST,40.795513,-73.950319,22.0
2385,1,M4,404168,50,5 AV/E 96 ST,40.788214,-73.955636,22.0
